ProductsCategory,Date,TotalSales,PreviousTotalSales,SalesGrowthPercentage
Flower/Leaf Vegetables,2023-04-26,¥617.95,¥665.73,-7.18%
Flower/Leaf Vegetables,2023-04-27,¥560.21,¥617.95,-9.35%
Flower/Leaf Vegetables,2023-04-28,¥682.62,¥560.21,21.85%
Flower/Leaf Vegetables,2023-04-29,¥812.49,¥682.62,19.03%
Flower/Leaf Vegetables,2023-04-30,¥648.92,¥812.49,-20.13%
Flower/Leaf Vegetables,2023-05-01,¥864.47,¥648.92,33.22%
Flower/Leaf Vegetables,2023-05-02,¥982.97,¥864.47,13.71%
Flower/Leaf Vegetables,2023-05-03,¥1246.66,¥982.97,26.83%
Flower/Leaf Vegetables,2023-05-04,¥645.03,¥1246.66,-48.26%
Flower/Leaf Vegetables,2023-05-05,¥677.52,¥645.03,5.04%
Flower/Leaf Vegetables,2023-05-06,¥908.48,¥677.52,34.09%
Flower/Leaf Vegetables,2023-05-07,¥1246.1,¥908.48,37.16%
Flower/Leaf Vegetables,2023-05-08,¥824.96,¥1246.1,-33.8%
Flower/Leaf Vegetables,2023-05-09,¥707.68,¥824.96,-14.22%
Flower/Leaf Vegetables,2023-05-10,¥820.74,¥707.68,15.98%
Flower/Leaf Vegetables,2023-05-11,¥802.36,¥820.74,-2.24%
Flower/Leaf Vegetables,2023-05-12,¥756.07,¥802.36,-5.77%
Flower/Leaf Vegetables,2023-05-13,¥963.18,¥756.07,27.39%
Flower/Leaf Vegetables,2023-05-14,¥1060.69,¥963.18,10.12%
Flower/Leaf Vegetables,2023-05-15,¥822.98,¥1060.69,-22.41%
Flower/Leaf Vegetables,2023-05-16,¥965.63,¥822.98,17.33%
Flower/Leaf Vegetables,2023-05-17,¥777.19,¥965.63,-19.51%
Flower/Leaf Vegetables,2023-05-18,¥590.97,¥777.19,-23.96%
Flower/Leaf Vegetables,2023-05-19,¥678.33,¥590.97,14.78%
Flower/Leaf Vegetables,2023-05-20,¥821.47,¥678.33,21.1%
Flower/Leaf Vegetables,2023-05-21,¥1081.85,¥821.47,31.7%
Flower/Leaf Vegetables,2023-05-22,¥749.15,¥1081.85,-30.75%
Flower/Leaf Vegetables,2023-05-23,¥697.84,¥749.15,-6.85%
Flower/Leaf Vegetables,2023-05-24,¥656.3,¥697.84,-5.95%
Flower/Leaf Vegetables,2023-05-25,¥597.07,¥656.3,-9.03%
Flower/Leaf Vegetables,2023-05-26,¥783.1,¥597.07,31.16%
Flower/Leaf Vegetables,2023-05-27,¥1360.72,¥783.1,73.76%
Flower/Leaf Vegetables,2023-05-28,¥1353.1,¥1360.72,-0.56%
Flower/Leaf Vegetables,2023-05-29,¥746.18,¥1353.1,-44.85%
Flower/Leaf Vegetables,2023-05-30,¥771.46,¥746.18,3.39%
Flower/Leaf Vegetables,2023-05-31,¥722.86,¥771.46,-6.3%
Flower/Leaf Vegetables,2023-06-01,¥706.99,¥722.86,-2.19%
Flower/Leaf Vegetables,2023-06-02,¥853.79,¥706.99,20.76%
Flower/Leaf Vegetables,2023-06-03,¥1197.7,¥853.79,40.28%
Flower/Leaf Vegetables,2023-06-04,¥1140.62,¥1197.7,-4.77%
Flower/Leaf Vegetables,2023-06-05,¥787.45,¥1140.62,-30.96%
Flower/Leaf Vegetables,2023-06-06,¥835.39,¥787.45,6.09%
Flower/Leaf Vegetables,2023-06-07,¥719.88,¥835.39,-13.83%
Flower/Leaf Vegetables,2023-06-08,¥625.1,¥719.88,-13.17%
Flower/Leaf Vegetables,2023-06-09,¥721.64,¥625.1,15.44%
Flower/Leaf Vegetables,2023-06-10,¥1288.7,¥721.64,78.58%
Flower/Leaf Vegetables,2023-06-11,¥1148.25,¥1288.7,-10.9%
Flower/Leaf Vegetables,2023-06-12,¥645.92,¥1148.25,-43.75%
Flower/Leaf Vegetables,2023-06-13,¥775.74,¥645.92,20.1%
Flower/Leaf Vegetables,2023-06-14,¥635.96,¥775.74,-18.02%
Flower/Leaf Vegetables,2023-06-15,¥593.6,¥635.96,-6.66%
Flower/Leaf Vegetables,2023-06-16,¥900.01,¥593.6,51.62%
Flower/Leaf Vegetables,2023-06-17,¥1294.14,¥900.01,43.79%
Flower/Leaf Vegetables,2023-06-18,¥1301.48,¥1294.14,0.57%
Flower/Leaf Vegetables,2023-06-19,¥630.47,¥1301.48,-51.56%
Flower/Leaf Vegetables,2023-06-20,¥620.07,¥630.47,-1.65%
Flower/Leaf Vegetables,2023-06-21,¥566.1,¥620.07,-8.7%
Flower/Leaf Vegetables,2023-06-22,¥859.33,¥566.1,51.8%
Flower/Leaf Vegetables,2023-06-23,¥855.59,¥859.33,-0.44%
Flower/Leaf Vegetables,2023-06-24,¥810.9,¥855.59,-5.22%
Flower/Leaf Vegetables,2023-06-25,¥522.78,¥810.9,-35.53%
Flower/Leaf Vegetables,2023-06-26,¥430.56,¥522.78,-17.64%
Flower/Leaf Vegetables,2023-06-27,¥642.09,¥430.56,49.13%
Flower/Leaf Vegetables,2023-06-28,¥630.44,¥642.09,-1.81%
Flower/Leaf Vegetables,2023-06-29,¥646.14,¥630.44,2.49%
Flower/Leaf Vegetables,2023-06-30,¥667.77,¥646.14,3.35%
Solanum,2020-07-01,¥176.82,NULL,NULL
Solanum,2020-07-02,¥172.09,¥176.82,-2.67%
Solanum,2020-07-03,¥196.24,¥172.09,14.03%
Solanum,2020-07-04,¥327.4,¥196.24,66.84%
Solanum,2020-07-05,¥411.36,¥327.4,25.64%
Solanum,2020-07-06,¥201.41,¥411.36,-51.04%
Solanum,2020-07-07,¥186.85,¥201.41,-7.23%
Solanum,2020-07-08,¥232.28,¥186.85,24.32%
Solanum,2020-07-09,¥205.52,¥232.28,-11.52%
Solanum,2020-07-10,¥268.35,¥205.52,30.57%
Solanum,2020-07-11,¥405.21,¥268.35,51%
Solanum,2020-07-12,¥582.62,¥405.21,43.78%
Solanum,2020-07-13,¥306.7,¥582.62,-47.36%
Solanum,2020-07-14,¥225.47,¥306.7,-26.48%
Solanum,2020-07-15,¥274.55,¥225.47,21.77%
Solanum,2020-07-16,¥192.97,¥274.55,-29.72%
Solanum,2020-07-17,¥294.06,¥192.97,52.39%
Solanum,2020-07-18,¥393.64,¥294.06,33.86%
Solanum,2020-07-19,¥556.3,¥393.64,41.32%
Solanum,2020-07-20,¥280.6,¥556.3,-49.56%
Solanum,2020-07-21,¥206.34,¥280.6,-26.46%
Solanum,2020-07-22,¥372.43,¥206.34,80.49%
Solanum,2020-07-23,¥338.85,¥372.43,-9.02%
Solanum,2020-07-24,¥289.33,¥338.85,-14.61%
Solanum,2020-07-25,¥435.23,¥289.33,50.43%
Solanum,2020-07-26,¥515.17,¥435.23,18.37%
Solanum,2020-07-27,¥265.87,¥515.17,-48.39%
Solanum,2020-07-28,¥313.67,¥265.87,17.98%
Solanum,2020-07-29,¥324.22,¥313.67,3.36%
Solanum,2020-07-30,¥355.98,¥324.22,9.8%
Solanum,2020-07-31,¥265.11,¥355.98,-25.53%
Solanum,2020-08-01,¥353.97,¥265.11,33.52%
Solanum,2020-08-02,¥352.94,¥353.97,-0.29%
Solanum,2020-08-03,¥302.95,¥352.94,-14.16%
Solanum,2020-08-04,¥228.64,¥302.95,-24.53%
Solanum,2020-08-05,¥368.65,¥228.64,61.24%
Solanum,2020-08-06,¥252.77,¥368.65,-31.43%
Solanum,2020-08-07,¥266.16,¥252.77,5.3%
Solanum,2020-08-08,¥323.18,¥266.16,21.42%
Solanum,2020-08-09,¥259.75,¥323.18,-19.63%
Solanum,2020-08-10,¥237.19,¥259.75,-8.69%
Solanum,2020-08-11,¥167.39,¥237.19,-29.43%
Solanum,2020-08-12,¥244.55,¥167.39,46.09%
Solanum,2020-08-13,¥212.74,¥244.55,-13.01%
Solanum,2020-08-14,¥276.06,¥212.74,29.76%
Solanum,2020-08-15,¥318.82,¥276.06,15.49%
Solanum,2020-08-16,¥341.82,¥318.82,7.21%
Solanum,2020-08-17,¥259.05,¥341.82,-24.21%
Solanum,2020-08-18,¥259.42,¥259.05,0.15%
Solanum,2020-08-19,¥232.62,¥259.42,-10.33%
Solanum,2020-08-20,¥329.81,¥232.62,41.78%
Solanum,2020-08-21,¥247.65,¥329.81,-24.91%
Solanum,2020-08-22,¥295.33,¥247.65,19.25%
Solanum,2020-08-23,¥454.53,¥295.33,53.91%
Solanum,2020-08-24,¥233.15,¥454.53,-48.71%
Solanum,2020-08-25,¥230.43,¥233.15,-1.17%
Solanum,2020-08-26,¥304.67,¥230.43,32.22%
Solanum,2020-08-27,¥191.57,¥304.67,-37.12%
Solanum,2020-08-28,¥259.18,¥191.57,35.29%
Solanum,2020-08-29,¥324.78,¥259.18,25.31%
Solanum,2020-08-30,¥219.29,¥324.78,-32.48%
Solanum,2020-08-31,¥157.33,¥219.29,-28.25%
Solanum,2020-09-01,¥263.52,¥157.33,67.49%
Solanum,2020-09-02,¥138.29,¥263.52,-47.52%
Solanum,2020-09-03,¥141.41,¥138.29,2.26%
Solanum,2020-09-04,¥186.4,¥141.41,31.81%
Solanum,2020-09-05,¥325.7,¥186.4,74.73%
Solanum,2020-09-06,¥331.63,¥325.7,1.82%
Solanum,2020-09-07,¥166.35,¥331.63,-49.84%
Solanum,2020-09-08,¥199.12,¥166.35,19.7%
Solanum,2020-09-09,¥105.45,¥199.12,-47.04%
Solanum,2020-09-10,¥154.97,¥105.45,46.96%
Solanum,2020-09-11,¥166.37,¥154.97,7.35%
Solanum,2020-09-12,¥191.94,¥166.37,15.37%
Solanum,2020-09-13,¥281.08,¥191.94,46.44%
Solanum,2020-09-14,¥135.66,¥281.08,-51.74%
Solanum,2020-09-15,¥102.4,¥135.66,-24.51%
Solanum,2020-09-16,¥129.22,¥102.4,26.18%
Solanum,2020-09-17,¥176.78,¥129.22,36.81%
Solanum,2020-09-18,¥108.19,¥176.78,-38.8%
Solanum,2020-09-19,¥241.87,¥108.19,123.55%
Solanum,2020-09-20,¥305.71,¥241.87,26.39%
Solanum,2020-09-21,¥154.17,¥305.71,-49.57%
Solanum,2020-09-22,¥177.75,¥154.17,15.3%
Solanum,2020-09-23,¥153.85,¥177.75,-13.44%
Solanum,2020-09-24,¥130.59,¥153.85,-15.12%
Solanum,2020-09-25,¥168.45,¥130.59,28.99%
Solanum,2020-09-26,¥223.19,¥168.45,32.5%
Solanum,2020-09-27,¥146.24,¥223.19,-34.48%
Solanum,2020-09-28,¥112.1,¥146.24,-23.35%
Solanum,2020-09-29,¥147.13,¥112.1,31.25%
Solanum,2020-09-30,¥154.14,¥147.13,4.77%
Solanum,2020-10-01,¥187.86,¥154.14,21.88%
Solanum,2020-10-02,¥206.5,¥187.86,9.92%
Solanum,2020-10-03,¥340.6,¥206.5,64.94%
Solanum,2020-10-04,¥228.37,¥340.6,-32.95%
Solanum,2020-10-05,¥184.84,¥228.37,-19.06%
Solanum,2020-10-06,¥262.76,¥184.84,42.15%
Solanum,2020-10-07,¥192.17,¥262.76,-26.86%
Solanum,2020-10-08,¥208.27,¥192.17,8.38%
Solanum,2020-10-09,¥171.2,¥208.27,-17.8%
Solanum,2020-10-10,¥178.06,¥171.2,4.01%
Solanum,2020-10-11,¥246.41,¥178.06,38.38%
Solanum,2020-10-12,¥132.67,¥246.41,-46.16%
Solanum,2020-10-13,¥169.7,¥132.67,27.91%
Solanum,2020-10-14,¥100.99,¥169.7,-40.49%
Solanum,2020-10-15,¥133.1,¥100.99,31.79%
Solanum,2020-10-16,¥132.29,¥133.1,-0.61%
Solanum,2020-10-17,¥198.04,¥132.29,49.7%
Solanum,2020-10-18,¥233.74,¥198.04,18.02%
Solanum,2020-10-19,¥128.31,¥233.74,-45.11%
Solanum,2020-10-20,¥87.99,¥128.31,-31.42%
Solanum,2020-10-21,¥104.61,¥87.99,18.89%
Solanum,2020-10-22,¥104.82,¥104.61,0.2%
Solanum,2020-10-23,¥96.3,¥104.82,-8.12%
Solanum,2020-10-24,¥146.66,¥96.3,52.29%
Solanum,2020-10-25,¥200.06,¥146.66,36.41%
Solanum,2020-10-26,¥70.92,¥200.06,-64.55%
Solanum,2020-10-27,¥85.26,¥70.92,20.23%
Solanum,2020-10-28,¥75.57,¥85.26,-11.37%
Solanum,2020-10-29,¥93.91,¥75.57,24.27%
Solanum,2020-10-30,¥83.96,¥93.91,-10.6%
Solanum,2020-10-31,¥102.12,¥83.96,21.63%
Solanum,2020-11-01,¥100.83,¥102.12,-1.26%
Solanum,2020-11-02,¥72.44,¥100.83,-28.16%
Solanum,2020-11-03,¥70.62,¥72.44,-2.51%
Solanum,2020-11-04,¥70.63,¥70.62,0.02%
Solanum,2020-11-05,¥59.28,¥70.63,-16.07%
Solanum,2020-11-06,¥45.15,¥59.28,-23.84%
Solanum,2020-11-07,¥68.22,¥45.15,51.1%
Solanum,2020-11-08,¥104.15,¥68.22,52.67%
Solanum,2020-11-09,¥61.82,¥104.15,-40.64%
Solanum,2020-11-10,¥60.89,¥61.82,-1.51%
Solanum,2020-11-11,¥94.91,¥60.89,55.87%
Solanum,2020-11-12,¥99.92,¥94.91,5.29%
Solanum,2020-11-13,¥48.07,¥99.92,-51.89%
Solanum,2020-11-14,¥93.67,¥48.07,94.85%
Solanum,2020-11-15,¥97.53,¥93.67,4.13%
Solanum,2020-11-16,¥86.91,¥97.53,-10.89%
Solanum,2020-11-17,¥68.94,¥86.91,-20.67%
Solanum,2020-11-18,¥96.84,¥68.94,40.46%
Solanum,2020-11-19,¥86.47,¥96.84,-10.7%
Solanum,2020-11-20,¥65.91,¥86.47,-23.78%
Solanum,2020-11-21,¥167.32,¥65.91,153.85%
Solanum,2020-11-22,¥183.64,¥167.32,9.76%
Solanum,2020-11-23,¥103.21,¥183.64,-43.8%
Solanum,2020-11-24,¥85.79,¥103.21,-16.87%
Solanum,2020-11-25,¥85.38,¥85.79,-0.48%
Solanum,2020-11-26,¥91.09,¥85.38,6.69%
Solanum,2020-11-27,¥103.37,¥91.09,13.49%
Solanum,2020-11-28,¥138.7,¥103.37,34.17%
Solanum,2020-11-29,¥156.62,¥138.7,12.92%
Solanum,2020-11-30,¥137.47,¥156.62,-12.23%
Solanum,2020-12-01,¥77.79,¥137.47,-43.41%
Solanum,2020-12-02,¥78.4,¥77.79,0.79%
Solanum,2020-12-03,¥115.88,¥78.4,47.8%
Solanum,2020-12-04,¥92.64,¥115.88,-20.06%
Solanum,2020-12-05,¥149.89,¥92.64,61.8%
Solanum,2020-12-06,¥146.91,¥149.89,-1.99%
Solanum,2020-12-07,¥86.11,¥146.91,-41.38%
Solanum,2020-12-08,¥92.34,¥86.11,7.23%
Solanum,2020-12-09,¥81.3,¥92.34,-11.95%
Solanum,2020-12-10,¥93.75,¥81.3,15.3%
Solanum,2020-12-11,¥128.52,¥93.75,37.09%
Solanum,2020-12-12,¥108.84,¥128.52,-15.31%
Solanum,2020-12-13,¥178.53,¥108.84,64.02%
Solanum,2020-12-14,¥108.77,¥178.53,-39.08%
Solanum,2020-12-15,¥86.83,¥108.77,-20.17%
Solanum,2020-12-16,¥74.5,¥86.83,-14.19%
Solanum,2020-12-17,¥101.35,¥74.5,36.03%
Solanum,2020-12-18,¥157.79,¥101.35,55.69%
Solanum,2020-12-19,¥116.19,¥157.79,-26.36%
Solanum,2020-12-20,¥115.09,¥116.19,-0.95%
Solanum,2020-12-21,¥102.58,¥115.09,-10.86%
Solanum,2020-12-22,¥91.13,¥102.58,-11.16%
Solanum,2020-12-23,¥78.99,¥91.13,-13.33%
Solanum,2020-12-24,¥79.59,¥78.99,0.77%
Solanum,2020-12-25,¥78.2,¥79.59,-1.75%
Solanum,2020-12-26,¥127.23,¥78.2,62.7%
Solanum,2020-12-27,¥99.64,¥127.23,-21.68%
Solanum,2020-12-28,¥116.47,¥99.64,16.89%
Solanum,2020-12-29,¥109.29,¥116.47,-6.17%
Solanum,2020-12-30,¥146.63,¥109.29,34.16%
Solanum,2020-12-31,¥187.64,¥146.63,27.97%
Solanum,2021-01-01,¥159.25,¥187.64,-15.13%
Solanum,2021-01-02,¥161.77,¥159.25,1.59%
Solanum,2021-01-03,¥119.07,¥161.77,-26.39%
Solanum,2021-01-04,¥87.9,¥119.07,-26.18%
Solanum,2021-01-05,¥128.99,¥87.9,46.74%
Solanum,2021-01-06,¥133.28,¥128.99,3.33%
Solanum,2021-01-07,¥123.07,¥133.28,-7.66%
Solanum,2021-01-08,¥119.39,¥123.07,-2.99%
Solanum,2021-01-09,¥179,¥119.39,49.94%
Solanum,2021-01-10,¥235.03,¥179,31.3%
Solanum,2021-01-11,¥156.63,¥235.03,-33.36%
Solanum,2021-01-12,¥63.04,¥156.63,-59.75%
Solanum,2021-01-14,¥171.17,¥63.04,171.53%
Solanum,2021-01-15,¥135.71,¥171.17,-20.72%
Solanum,2021-01-16,¥183.42,¥135.71,35.16%
Solanum,2021-01-17,¥227.13,¥183.42,23.83%
Solanum,2021-01-18,¥103.84,¥227.13,-54.28%
Solanum,2021-01-19,¥94.22,¥103.84,-9.26%
Solanum,2021-01-20,¥196.41,¥94.22,108.44%
Solanum,2021-01-21,¥240.78,¥196.41,22.6%
Solanum,2021-01-22,¥112.76,¥240.78,-53.17%
Solanum,2021-01-23,¥189.32,¥112.76,67.89%
Solanum,2021-01-24,¥219.6,¥189.32,16%
Solanum,2021-01-25,¥189.41,¥219.6,-13.75%
Solanum,2021-01-26,¥152.34,¥189.41,-19.57%
Solanum,2021-01-27,¥114.04,¥152.34,-25.14%
Solanum,2021-01-28,¥185.16,¥114.04,62.36%
Solanum,2021-01-29,¥154.73,¥185.16,-16.44%
Solanum,2021-01-30,¥279.62,¥154.73,80.71%
Solanum,2021-01-31,¥276.77,¥279.62,-1.02%
Solanum,2021-02-01,¥174.77,¥276.77,-36.85%
Solanum,2021-02-02,¥323.99,¥174.77,85.38%
Solanum,2021-02-03,¥194.2,¥323.99,-40.06%
Solanum,2021-02-04,¥342.54,¥194.2,76.39%
Solanum,2021-02-05,¥336.96,¥342.54,-1.63%
Solanum,2021-02-06,¥474.41,¥336.96,40.79%
Solanum,2021-02-07,¥579.03,¥474.41,22.05%
Solanum,2021-02-08,¥775.56,¥579.03,33.94%
Solanum,2021-02-09,¥1080.74,¥775.56,39.35%
Solanum,2021-02-10,¥1433.75,¥1080.74,32.66%
Solanum,2021-02-13,¥347.6,¥1433.75,-75.76%
Solanum,2021-02-14,¥300.72,¥347.6,-13.49%
Solanum,2021-02-15,¥475.86,¥300.72,58.24%
Solanum,2021-02-16,¥379.76,¥475.86,-20.19%
Solanum,2021-02-17,¥364.3,¥379.76,-4.07%
Solanum,2021-02-18,¥218.04,¥364.3,-40.15%
Solanum,2021-02-19,¥160.86,¥218.04,-26.23%
Solanum,2021-02-20,¥238.36,¥160.86,48.18%
Solanum,2021-02-21,¥346.29,¥238.36,45.28%
Solanum,2021-02-22,¥151.64,¥346.29,-56.21%
Solanum,2021-02-23,¥252.32,¥151.64,66.4%
Solanum,2021-02-24,¥207.29,¥252.32,-17.85%
Solanum,2021-02-25,¥293.6,¥207.29,41.64%
Solanum,2021-02-26,¥280.04,¥293.6,-4.62%
Solanum,2021-02-27,¥186.38,¥280.04,-33.45%
Solanum,2021-02-28,¥252.25,¥186.38,35.35%
Solanum,2021-03-01,¥226.78,¥252.25,-10.1%
Solanum,2021-03-02,¥132.84,¥226.78,-41.42%
Solanum,2021-03-03,¥220.23,¥132.84,65.78%
Solanum,2021-03-04,¥175.23,¥220.23,-20.43%
Solanum,2021-03-05,¥183.89,¥175.23,4.94%
Solanum,2021-03-06,¥305.41,¥183.89,66.08%
Solanum,2021-03-07,¥236.95,¥305.41,-22.42%
Solanum,2021-03-08,¥177.41,¥236.95,-25.13%
Solanum,2021-03-09,¥182.71,¥177.41,2.99%
Solanum,2021-03-10,¥114.8,¥182.71,-37.17%
Solanum,2021-03-11,¥147.04,¥114.8,28.09%
Solanum,2021-03-12,¥214.49,¥147.04,45.87%
Solanum,2021-03-13,¥235.26,¥214.49,9.68%
Solanum,2021-03-14,¥164.07,¥235.26,-30.26%
Solanum,2021-03-15,¥109.26,¥164.07,-33.4%
Solanum,2021-03-16,¥110.69,¥109.26,1.3%
Solanum,2021-03-17,¥154.5,¥110.69,39.59%
Solanum,2021-03-18,¥97.86,¥154.5,-36.66%
Solanum,2021-03-19,¥133.53,¥97.86,36.45%
Solanum,2021-03-20,¥190.95,¥133.53,43%
Solanum,2021-03-21,¥151.95,¥190.95,-20.42%
Solanum,2021-03-22,¥96.36,¥151.95,-36.59%
Solanum,2021-03-23,¥162.11,¥96.36,68.23%
Solanum,2021-03-24,¥125.69,¥162.11,-22.46%
Solanum,2021-03-25,¥129.51,¥125.69,3.04%
Solanum,2021-03-26,¥182.16,¥129.51,40.65%
Solanum,2021-03-27,¥216.37,¥182.16,18.78%
Solanum,2021-03-28,¥163.62,¥216.37,-24.38%
Solanum,2021-03-29,¥135.85,¥163.62,-16.97%
Solanum,2021-03-30,¥178.87,¥135.85,31.67%
Solanum,2021-03-31,¥192.79,¥178.87,7.78%
Solanum,2021-04-01,¥191.84,¥192.79,-0.49%
Solanum,2021-04-02,¥174.36,¥191.84,-9.11%
Solanum,2021-04-03,¥282.78,¥174.36,62.19%
Solanum,2021-04-04,¥196.46,¥282.78,-30.53%
Solanum,2021-04-05,¥141.06,¥196.46,-28.2%
Solanum,2021-04-06,¥26.27,¥141.06,-81.37%
Solanum,2021-04-07,¥118.71,¥26.27,351.87%
Solanum,2021-04-08,¥123.74,¥118.71,4.24%
Solanum,2021-04-09,¥165.08,¥123.74,33.41%
Solanum,2021-04-10,¥259.88,¥165.08,57.42%
Solanum,2021-04-11,¥253.23,¥259.88,-2.56%
Solanum,2021-04-12,¥86.99,¥253.23,-65.65%
Solanum,2021-04-13,¥111.89,¥86.99,28.62%
Solanum,2021-04-14,¥161.5,¥111.89,44.34%
Solanum,2021-04-15,¥109.58,¥161.5,-32.15%
Solanum,2021-04-16,¥137.13,¥109.58,25.14%
Solanum,2021-04-17,¥172.24,¥137.13,25.6%
Solanum,2021-04-18,¥233.42,¥172.24,35.52%
Solanum,2021-04-19,¥139.06,¥233.42,-40.43%
Solanum,2021-04-20,¥125.12,¥139.06,-10.02%
Solanum,2021-04-21,¥181.55,¥125.12,45.09%
Solanum,2021-04-22,¥110.61,¥181.55,-39.07%
Solanum,2021-04-23,¥187.6,¥110.61,69.61%
Solanum,2021-04-24,¥255.69,¥187.6,36.3%
Solanum,2021-04-25,¥191,¥255.69,-25.3%
Solanum,2021-04-26,¥101.56,¥191,-46.83%
Solanum,2021-04-27,¥219.57,¥101.56,116.2%
Solanum,2021-04-28,¥207.49,¥219.57,-5.5%
Solanum,2021-04-29,¥123.43,¥207.49,-40.51%
Solanum,2021-04-30,¥229.92,¥123.43,86.27%
Solanum,2021-05-01,¥168.81,¥229.92,-26.58%
Solanum,2021-05-02,¥166.1,¥168.81,-1.6%
Solanum,2021-05-03,¥213.06,¥166.1,28.27%
Solanum,2021-05-04,¥146,¥213.06,-31.47%
Solanum,2021-05-05,¥135.45,¥146,-7.23%
Solanum,2021-05-06,¥185.98,¥135.45,37.31%
Solanum,2021-05-07,¥144.96,¥185.98,-22.06%
Solanum,2021-05-08,¥172.8,¥144.96,19.21%
Solanum,2021-05-09,¥214.35,¥172.8,24.05%
Solanum,2021-05-10,¥172.12,¥214.35,-19.7%
Solanum,2021-05-11,¥167.13,¥172.12,-2.9%
Solanum,2021-05-12,¥109.28,¥167.13,-34.62%
Solanum,2021-05-13,¥124.93,¥109.28,14.32%
Solanum,2021-05-14,¥166.54,¥124.93,33.31%
Solanum,2021-05-15,¥253.84,¥166.54,52.42%
Solanum,2021-05-16,¥102.39,¥253.84,-59.66%
Solanum,2021-05-17,¥188.1,¥102.39,83.7%
Solanum,2021-05-18,¥120.98,¥188.1,-35.68%
Solanum,2021-05-19,¥116.52,¥120.98,-3.68%
Solanum,2021-05-20,¥119.75,¥116.52,2.77%
Solanum,2021-05-21,¥127.55,¥119.75,6.51%
Solanum,2021-05-22,¥180.85,¥127.55,41.79%
Solanum,2021-05-23,¥296.76,¥180.85,64.09%
Solanum,2021-05-24,¥119.57,¥296.76,-59.71%
Solanum,2021-05-25,¥122.07,¥119.57,2.09%
Solanum,2021-05-26,¥95.82,¥122.07,-21.5%
Solanum,2021-05-27,¥94.81,¥95.82,-1.05%
Solanum,2021-05-28,¥96.64,¥94.81,1.93%
Solanum,2021-05-29,¥119.89,¥96.64,24.06%
Solanum,2021-05-30,¥159.94,¥119.89,33.4%
Solanum,2021-05-31,¥139.95,¥159.94,-12.5%
Solanum,2021-06-01,¥132.09,¥139.95,-5.62%
Solanum,2021-06-02,¥148.87,¥132.09,12.71%
Solanum,2021-06-03,¥70.84,¥148.87,-52.42%
Solanum,2021-06-04,¥96.55,¥70.84,36.31%
Solanum,2021-06-05,¥221.95,¥96.55,129.87%
Solanum,2021-06-06,¥162.59,¥221.95,-26.75%
Solanum,2021-06-07,¥118.41,¥162.59,-27.17%
Solanum,2021-06-08,¥138.82,¥118.41,17.23%
Solanum,2021-06-09,¥93.38,¥138.82,-32.73%
Solanum,2021-06-10,¥122.11,¥93.38,30.76%
Solanum,2021-06-11,¥49.64,¥122.11,-59.34%
Solanum,2021-06-12,¥289.86,¥49.64,483.9%
Solanum,2021-06-13,¥233.15,¥289.86,-19.57%
Solanum,2021-06-14,¥176.37,¥233.15,-24.35%
Solanum,2021-06-15,¥109.33,¥176.37,-38.01%
Solanum,2021-06-16,¥92.51,¥109.33,-15.38%
Solanum,2021-06-17,¥145.98,¥92.51,57.79%
Solanum,2021-06-18,¥147.67,¥145.98,1.16%
Solanum,2021-06-19,¥145.54,¥147.67,-1.44%
Solanum,2021-06-20,¥319.56,¥145.54,119.57%
Solanum,2021-06-21,¥80.48,¥319.56,-74.82%
Solanum,2021-06-22,¥146.52,¥80.48,82.06%
Solanum,2021-06-23,¥105.39,¥146.52,-28.07%
Solanum,2021-06-24,¥91.7,¥105.39,-12.99%
Solanum,2021-06-25,¥67.67,¥91.7,-26.21%
Solanum,2021-06-26,¥185.33,¥67.67,173.89%
Solanum,2021-06-27,¥205.98,¥185.33,11.14%
Solanum,2021-06-28,¥122.33,¥205.98,-40.61%
Solanum,2021-06-29,¥98.92,¥122.33,-19.14%
Solanum,2021-06-30,¥137.86,¥98.92,39.38%
Solanum,2021-07-01,¥128.05,¥137.86,-7.12%
Solanum,2021-07-02,¥123.39,¥128.05,-3.64%
Solanum,2021-07-03,¥224.18,¥123.39,81.69%
Solanum,2021-07-04,¥194.22,¥224.18,-13.37%
Solanum,2021-07-05,¥227.71,¥194.22,17.25%
Solanum,2021-07-06,¥227.69,¥227.71,-0.01%
Solanum,2021-07-07,¥116.25,¥227.69,-48.95%
Solanum,2021-07-08,¥139.17,¥116.25,19.72%
Solanum,2021-07-09,¥100.95,¥139.17,-27.46%
Solanum,2021-07-10,¥244.5,¥100.95,142.2%
Solanum,2021-07-11,¥185.3,¥244.5,-24.21%
Solanum,2021-07-12,¥121.89,¥185.3,-34.22%
Solanum,2021-07-13,¥148.37,¥121.89,21.73%
Solanum,2021-07-14,¥101.12,¥148.37,-31.85%
Solanum,2021-07-15,¥112.03,¥101.12,10.79%
Solanum,2021-07-16,¥319,¥112.03,184.73%
Solanum,2021-07-17,¥198.73,¥319,-37.7%
Solanum,2021-07-18,¥190.16,¥198.73,-4.31%
Solanum,2021-07-19,¥113.71,¥190.16,-40.2%
Solanum,2021-07-20,¥121.59,¥113.71,6.93%
Solanum,2021-07-21,¥160.27,¥121.59,31.81%
Solanum,2021-07-22,¥210.27,¥160.27,31.2%
Solanum,2021-07-23,¥168.03,¥210.27,-20.09%
Solanum,2021-07-24,¥292.87,¥168.03,74.29%
Solanum,2021-07-25,¥260.81,¥292.87,-10.94%
