ProductsName,Date,TotalSales
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-11,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-10,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-22,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-08,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-08,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-08,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-08,¥8.9
"Foreign Garland Chrysanthemum  (Bag)",2022-09-08,¥8.9
"Fresh Black Fungus (1)",2021-02-03,¥5.5
"Fresh Black Fungus (1)",2021-02-16,¥5.5
"Fresh Edible Fungus (2)",2022-03-17,¥6.92
"Fresh Edible Fungus (Bag)",2023-06-26,¥3.5
"Fresh Lotus Root Zone (Bag)",2021-05-18,¥30
"Fresh Rice Dumplings Leaves",2021-06-12,¥7.21
"Fresh Sea (2)",2022-03-22,¥5.52
"Fruit Chili",2022-02-05,¥13.9
"Fruit Pepper (Bag)",2022-04-22,¥10.9
"Fruit Pepper (Bag)",2022-04-29,¥10.9
"Fruit Pepper (Bag)",2022-04-27,¥10.9
"Fruit Pepper (Bag)",2022-04-23,¥10.9
"Fruit Pepper (Bag)",2022-04-24,¥10.9
"Fruit Pepper (Bag)",2022-04-27,¥10.9
"Fruit Pepper (Bag)",2022-04-20,¥10.9
"Fruit Pepper (Orange)",2022-02-05,¥10.71
Ganlanye,2021-03-11,¥5.71
"Garden Chrysanthemum",2023-01-27,¥50.3
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-15,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-16,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-07,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-08,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-08,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-08,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-08,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-09,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-10,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-10,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-11,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-08,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-12,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-13,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Garden Chrysanthemum (Bag)",2022-02-14,¥3.5
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-25,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-26,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-26,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-26,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-26,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-27,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-27,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-29,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-29,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-30,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-30,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-30,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-30,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-31,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-31,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-02,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-05,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-05,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-06,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-06,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-06,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-07,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-07,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-08,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-09,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-10,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-12,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-13,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-13,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-14,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-14,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-14,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-15,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-15,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-16,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-16,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-16,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-17,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-17,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-17,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-17,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-17,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-18,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-20,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-20,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-20,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-20,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-23,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-23,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-23,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-24,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-24,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-26,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-27,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-27,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-27,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-28,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-29,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-04-29,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-24,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-24,¥4.9
"Ginger And Xiaomijiao Mix (Small Bag)",2022-03-25,¥4.9
"Green And Red Hang Pepper Mix (Bag)",2023-06-11,¥6.8
"Green And Red Hang Pepper Mix (Bag)",2023-06-04,¥6.8
"Green And Red Hang Pepper Mix (Bag)",2023-06-11,¥6.8
"Green And Red Hang Pepper Mix (Bag)",2023-06-12,¥6.8
"Green And Red Jian Pepper Mix (Bag)",2023-03-26,¥8.8
"Green And Red Jian Pepper Mix (Bag)",2023-03-27,¥8.8
"Green And Red Jian Pepper Mix (Bag)",2023-03-27,¥8.8
"Green Butter",2022-04-13,¥9.5
"Green Caitai",2021-03-07,¥3.02
"Green Eggplant (1)",2022-01-28,¥30.48
"Green Eggplant (2)",2022-08-13,¥29.7
"Green Hang Pepper (Bag)",2022-08-18,¥8.7
"Green Hangjiao (1)",2021-02-10,¥11.8
"Green Hangzhou Pepper (2)",2021-08-31,¥10.74
"Green Hot Peppers",2021-01-01,¥29.21
"Green Hot Peppers (Bag)",2022-04-07,¥4.9
"Green Hot Peppers (Bag)",2022-04-05,¥4.9
"Green Hot Peppers (Bag)",2022-04-05,¥4.9
"Green Hot Peppers (Bag)",2022-04-04,¥4.9
"Green Hot Peppers (Bag)",2022-04-04,¥4.9
"Green Hot Peppers (Bag)",2022-04-04,¥4.9
"Green Hot Peppers (Bag)",2022-04-04,¥4.9
"Green Hot Peppers (Bag)",2022-04-03,¥4.9
"Green Hot Peppers (Bag)",2022-04-03,¥4.9
"Green Hot Peppers (Bag)",2022-04-03,¥4.9
"Green Hot Peppers (Bag)",2022-04-03,¥4.9
"Green Hot Peppers (Bag)",2022-04-02,¥4.9
"Green Hot Peppers (Bag)",2022-04-02,¥4.9
"Green Hot Peppers (Bag)",2022-04-02,¥4.9
"Green Hot Peppers (Bag)",2022-04-02,¥4.9
"Green Hot Peppers (Bag)",2022-04-02,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-04-04,¥4.9
"Green Hot Peppers (Bag)",2022-04-01,¥4.9
"Green Hot Peppers (Bag)",2022-03-23,¥4.9
"Green Hot Peppers (Bag)",2022-03-23,¥4.9
"Green Hot Peppers (Bag)",2022-03-24,¥4.9
"Green Hot Peppers (Bag)",2022-03-24,¥4.9
"Green Hot Peppers (Bag)",2022-03-25,¥4.9
"Green Hot Peppers (Bag)",2022-03-25,¥4.9
"Green Hot Peppers (Bag)",2022-03-29,¥4.9
"Green Hot Peppers (Bag)",2022-03-30,¥4.9
"Green Hot Peppers (Bag)",2022-03-30,¥4.9
"Green Hot Peppers (Bag)",2022-03-30,¥4.9
"Green Hot Peppers (Bag)",2022-03-30,¥4.9
"Green Hot Peppers (Bag)",2022-03-23,¥4.9
"Green Hot Peppers (Bag)",2022-03-28,¥4.9
"Green Hot Peppers (Bag)",2022-03-29,¥4.9
"Green Hot Peppers (Bag)",2022-03-28,¥4.9
"Green Hot Peppers (Bag)",2022-03-29,¥4.9
"Green Hot Peppers (Bag)",2022-03-28,¥4.9
"Green Hot Peppers (Bag)",2022-03-27,¥4.9
"Green Hot Peppers (Bag)",2022-03-27,¥4.9
"Green Hot Peppers (Bag)",2022-03-27,¥4.9
"Green Hot Peppers (Bag)",2022-03-30,¥4.9
"Green Hot Peppers (Bag)",2022-03-29,¥4.9
"Green Line Pepper",2022-02-04,¥31.71
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-03,¥8.9
"Green Line Pepper (Bag)",2022-04-03,¥8.9
"Green Line Pepper (Bag)",2022-04-03,¥8.9
"Green Line Pepper (Bag)",2022-04-05,¥8.9
"Green Line Pepper (Bag)",2022-04-05,¥8.9
"Green Line Pepper (Bag)",2022-04-05,¥8.9
"Green Line Pepper (Bag)",2022-04-03,¥8.9
"Green Line Pepper (Bag)",2022-04-05,¥8.9
"Green Line Pepper (Bag)",2022-04-05,¥8.9
"Green Line Pepper (Bag)",2022-04-03,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Green Line Pepper (Bag)",2022-04-04,¥8.9
"Haixian Mushroom (1)",2020-07-07,¥18.72
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-19,¥7.8
"Haixian Mushroom (Bag)",2022-11-20,¥7.8
"Haixian Mushroom (Bag)",2022-11-20,¥7.8
"Haixian Mushroom (Bag)",2022-11-20,¥7.8
"Haixian Mushroom (Bag)",2022-11-20,¥7.8
"Haixian Mushroom (Bag)",2022-11-21,¥7.8
"Haixian Mushroom (Bag)",2022-11-21,¥7.8
"Haixian Mushroom (Bag)",2022-11-21,¥7.8
"Haixian Mushroom (Bag)",2022-11-21,¥7.8
"Haixian Mushroom (Bag)",2022-11-22,¥7.8
"Haixian Mushroom (Bag)",2022-11-22,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-23,¥7.8
"Haixian Mushroom (Bag)",2022-11-24,¥7.8
"Haixian Mushroom (Bag)",2022-11-24,¥7.8
"Haixian Mushroom (Bag)",2022-11-24,¥7.8
"Haixian Mushroom (Bag)",2022-11-24,¥7.8
"Haixian Mushroom (Bag)",2022-11-25,¥7.8
"Haixian Mushroom (Bag)",2022-11-25,¥7.8
"Haixian Mushroom (Bag)",2022-11-25,¥7.8
"Haixian Mushroom (Bag)",2022-11-26,¥7.8
"Haixian Mushroom (Bag)",2022-11-26,¥7.8
"Haixian Mushroom (Bag)",2022-11-26,¥7.8
"Haixian Mushroom (Bag)",2022-11-26,¥7.8
"Haixian Mushroom (Bag)",2022-11-27,¥7.8
"Haixian Mushroom (Bag)",2022-11-27,¥7.8
"Haixian Mushroom (Bag)",2022-12-04,¥7.8
"Haixian Mushroom (Bag)",2022-12-04,¥7.8
"Haixian Mushroom (Bag)",2022-12-04,¥7.8
"Haixian Mushroom (Bag)",2022-12-04,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-05,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-07,¥7.8
"Haixian Mushroom (Bag)",2022-12-08,¥7.8
"Haixian Mushroom (Bag)",2022-12-08,¥7.8
"Haixian Mushroom (Bag)",2022-12-09,¥7.8
"Haixian Mushroom (Bag)",2022-12-09,¥7.8
"Haixian Mushroom (Bag)",2022-12-09,¥7.8
"Haixian Mushroom (Bag)",2022-12-09,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-10,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-11,¥7.8
"Haixian Mushroom (Bag)",2022-12-12,¥7.8
"Haixian Mushroom (Bag)",2022-12-12,¥7.8
"Haixian Mushroom (Bag)",2022-12-12,¥7.8
"Haixian Mushroom (Bag)",2022-12-12,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-13,¥7.8
"Haixian Mushroom (Bag)",2022-12-14,¥7.8
"Haixian Mushroom (Bag)",2022-12-14,¥7.8
"Haixian Mushroom (Bag)",2022-12-14,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-15,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-16,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-17,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-18,¥7.8
"Haixian Mushroom (Bag)",2022-12-19,¥7.8
"Haixian Mushroom (Bag)",2022-12-19,¥7.8
"Haixian Mushroom (Bag)",2022-12-19,¥7.8
"Haixian Mushroom (Bag)",2022-12-19,¥7.8
